sentence.ID,status,reading.time,type
1,Amb,569.6292165951902,npz
1,Unamb,455.2196920297898,npz
2,Amb,588.9953453341858,npz
2,Unamb,409.8719382601256,npz
3,Amb,560.2814078675474,npz
3,Unamb,439.5810976582008,npz
4,Amb,601.9248974578562,npz
4,Unamb,433.4822385260609,npz
5,Amb,601.2260936853269,npz
5,Unamb,444.80823260170223,npz
1,Amb,545.0017330315399,npz
1,Unamb,408.0096638525742,npz
2,Amb,614.7558452163317,npz
2,Unamb,463.067886465869,npz
3,Amb,589.8842103396482,npz
3,Unamb,468.9534464916605,npz
4,Amb,568.7430925108308,npz
4,Unamb,438.08831078829115,npz
5,Amb,605.6666343181944,npz
5,Unamb,466.22311450955186,npz
1,Amb,584.6231518986959,npz
1,Unamb,440.2182812976967,npz
2,Amb,577.8550929570289,npz
2,Unamb,450.85266533226576,npz
3,Amb,554.0373857426202,npz
3,Unamb,475.4569195601866,npz
4,Amb,559.3530068992405,npz
4,Unamb,489.016248505326,npz
5,Amb,555.3344103532879,npz
5,Unamb,428.4109190160042,npz
1,Amb,576.8251845963127,npz
1,Unamb,437.3267692672812,npz
2,Amb,562.5025909662307,npz
2,Unamb,460.15013065106695,npz
3,Amb,594.8945510187327,npz
3,Unamb,463.98571108668904,npz
4,Amb,563.0326695557519,npz
4,Unamb,453.05124918331455,npz
5,Amb,589.4177376967701,npz
5,Unamb,453.12965400260134,npz
1,Amb,560.2424733487802,npz
1,Unamb,431.8801395605986,npz
2,Amb,627.4662292665398,npz
2,Unamb,454.0418886637459,npz
3,Amb,558.5295632427468,npz
3,Unamb,446.97433780373103,npz
4,Amb,532.9418114131535,npz
4,Unamb,430.9032167330222,npz
5,Amb,579.6147571702526,npz
5,Unamb,438.3581226155153,npz
1,Amb,553.0955274701852,npz
1,Unamb,445.62048562404436,npz
2,Amb,585.0983288367553,npz
2,Unamb,438.7041089753191,npz
3,Amb,564.5446248705383,npz
3,Unamb,427.4371220208638,npz
4,Amb,567.5328964430394,npz
4,Unamb,415.5511014248479,npz
5,Amb,594.8952173437416,npz
5,Unamb,432.01478226755125,npz
1,Amb,556.7610835745033,npz
1,Unamb,467.08399247262287,npz
2,Amb,550.2902416791418,npz
