sentence.ID,status,reading.time,type
1,Amb,583.7118974525396,npz
1,Unamb,465.23717012997076,npz
2,Amb,561.7203579229406,npz
2,Unamb,449.2187230187506,npz
3,Amb,596.4975878844618,npz
3,Unamb,478.047415852793,npz
4,Amb,555.6602289364577,npz
4,Unamb,460.6516259677901,npz
5,Amb,538.2718988717029,npz
5,Unamb,441.2248075403611,npz
1,Amb,560.4729877583494,npz
1,Unamb,444.8508687226085,npz
2,Amb,596.7428505964981,npz
2,Unamb,431.90047545434953,npz
3,Amb,560.0505105317144,npz
3,Unamb,434.0602396861359,npz
4,Amb,573.0985519732353,npz
4,Unamb,470.3836269272638,npz
5,Amb,545.7395767862951,npz
5,Unamb,440.9758239600958,npz
1,Amb,558.3693039608609,npz
1,Unamb,438.8853542270335,npz
2,Amb,561.378496014575,npz
2,Unamb,491.53600747298617,npz
3,Amb,571.2735353193664,npz
3,Unamb,436.79814356756265,npz
4,Amb,549.7306068249983,npz
4,Unamb,454.9765075023772,npz
5,Amb,592.7520938094522,npz
5,Unamb,443.44746631153674,npz
1,Amb,626.3767484326817,npz
1,Unamb,458.98454499147454,npz
2,Amb,618.727551875024,npz
2,Unamb,414.2501286438194,npz
3,Amb,559.9544896212071,npz
3,Unamb,461.2286516075254,npz
4,Amb,579.5044427087445,npz
4,Unamb,453.2953109490753,npz
5,Amb,569.6807762929536,npz
5,Unamb,429.23525801652767,npz
1,Amb,602.2050638964221,npz
1,Unamb,467.57254844392276,npz
2,Amb,575.0302494199126,npz
2,Unamb,433.5302104809874,npz
3,Amb,582.4191184271297,npz
3,Unamb,432.5457946683194,npz
4,Amb,598.0845694928486,npz
4,Unamb,434.526255688588,npz
5,Amb,617.0454387369105,npz
5,Unamb,469.2995536466975,npz
1,Amb,589.9338835624944,npz
1,Unamb,444.1212768544401,npz
2,Amb,615.5213739454334,npz
2,Unamb,458.68429204610527,npz
3,Amb,598.9499170739858,npz
3,Unamb,425.93520576839495,npz
4,Amb,539.8354619626509,npz
4,Unamb,449.30968554635626,npz
5,Amb,538.0173787540795,npz
5,Unamb,504.06207313702646,npz
1,Amb,598.7822610938025,npz
1,Unamb,431.524866622869,npz
2,Amb,533.0267618733494,npz
2,Unamb,438.7628481852539,npz
3,Amb,561.8978907222,npz
3,Unamb,486.63610635950556,npz
4,Amb,589.9485054675725,npz
4,Unamb,461.9026716617873,npz
5,Amb,605.7076733081225,npz
5,Unamb,452.00429371077297,npz
1,Amb,559.5133910475098,npz
1,Unamb,460.2134209935422,npz
2,Amb,610.7396641653526,npz
2,Unamb,464.6769486345479,npz
3,Amb,566.2541248624503,npz
3,Unamb,422.75830897889693,npz
4,Amb,589.2638726470125,npz
4,Unamb,446.4395876216525,npz
5,Amb,551.9881044313901,npz
5,Unamb,477.4153275962607,npz
1,Amb,579.8446058200245,npz
1,Unamb,424.85952734582156,npz
2,Amb,569.7440027542228,npz
2,Unamb,464.0154917592353,npz
3,Amb,568.4115457330122,npz
3,Unamb,463.6675364460478,npz
4,Amb,578.8992750660519,npz
4,Unamb,426.2801640667909,npz
5,Amb,555.6733492132997,npz
5,Unamb,459.4724885270712,npz
1,Amb,570.7545856292653,npz
1,Unamb,442.68109531525016,npz
2,Amb,597.7328596058924,npz
2,Unamb,436.7686792832473,npz
3,Amb,604.6608963350824,npz
3,Unamb,465.4472337556819,npz
4,Amb,603.8487524494726,npz
4,Unamb,465.7554410338642,npz
5,Amb,597.6590050344698,npz
5,Unamb,446.6940316134917,npz
1,Amb,597.4271757920951,npz
1,Unamb,445.1245786065018,npz
2,Amb,585.3375125570903,npz
2,Unamb,431.40560595752436,npz
3,Amb,588.991364677762,npz
3,Unamb,485.53298801154847,npz
4,Amb,577.7730338291418,npz
4,Unamb,461.68135246513526,npz
5,Amb,574.5578021992616,npz
5,Unamb,455.68721868810314,npz
1,Amb,564.3580063881084,npz
1,Unamb,443.6568131279555,npz
2,Amb,582.2114835179462,npz
2,Unamb,444.6998025114502,npz
3,Amb,550.8389964363625,npz
3,Unamb,484.08845824388555,npz
4,Amb,600.8430017728941,npz
4,Unamb,466.2200109505773,npz
5,Amb,608.1429849632402,npz
5,Unamb,445.0260094480735,npz
1,Amb,292.6878106159059,nps
1,Unamb,293.7502798371375,nps
2,Amb,333.28373915828354,nps
2,Unamb,309.40743120222754,nps
3,Amb,349.47849196835597,nps
3,Unamb,333.3711983038966,nps
4,Amb,333.00983158307207,nps
4,Unamb,324.12201494713355,nps
5,Amb,334.1246856582181,nps
5,Unamb,325.43453566104074,nps
1,Amb,358.7482373041905,nps
1,Unamb,302.16625274404095,nps
2,Amb,342.87360075849483,nps
2,Unamb,279.5776738798722,nps
3,Amb,325.87355102492126,nps
3,Unamb,300.7554679294871,nps
4,Amb,320.2455767822517,nps
4,Unamb,306.9445891261146,nps
5,Amb,345.5075672145304,nps
5,Unamb,321.24229558178126,nps
1,Amb,305.81080600253017,nps
1,Unamb,326.0350448933589,nps
2,Amb,333.9582253055804,nps
2,Unamb,307.09350582450554,nps
3,Amb,299.5480596180416,nps
3,Unamb,303.84840068140403,nps
4,Amb,335.6446807118854,nps
4,Unamb,298.1327402845269,nps
5,Amb,356.52428102466695,nps
5,Unamb,303.01040034923835,nps
1,Amb,307.8717986993258,nps
1,Unamb,323.99364544490714,nps
2,Amb,312.699520854789,nps
2,Unamb,276.4462782017402,nps
3,Amb,305.3484829693727,nps
3,Unamb,301.90329142534205,nps
4,Amb,316.28403970961233,nps
4,Unamb,308.83629319492553,nps
5,Amb,373.0266116623368,nps
5,Unamb,281.6084276713348,nps
1,Amb,356.7086062400401,nps
1,Unamb,299.0975167529572,nps
2,Amb,347.8787304144249,nps
2,Unamb,317.55279634469235,nps
3,Amb,339.4664462275025,nps
3,Unamb,291.4481609747041,nps
4,Amb,352.14586964517827,nps
4,Unamb,286.1476782953974,nps
5,Amb,332.41439405905,nps
5,Unamb,302.26480756673027,nps
1,Amb,342.27808608293594,nps
1,Unamb,321.40495939982924,nps
2,Amb,333.037116186699,nps
2,Unamb,284.72107859348915,nps
3,Amb,345.99819805584775,nps
3,Unamb,316.9249327507401,nps
4,Amb,315.31280577769934,nps
4,Unamb,308.3396063985248,nps
5,Amb,333.8818361018438,nps
5,Unamb,280.3936225760417,nps
1,Amb,313.9752121086722,nps
1,Unamb,299.05503161063086,nps
2,Amb,340.30959766525507,nps
2,Unamb,343.47580624414627,nps
3,Amb,317.74153858591603,nps
3,Unamb,294.08160857651194,nps
4,Amb,322.7072863597076,nps
4,Unamb,304.6248831951209,nps
5,Amb,345.91534839206133,nps
5,Unamb,301.65244757425546,nps
1,Amb,349.0597292094356,nps
1,Unamb,298.15587809702726,nps
2,Amb,325.01214823611525,nps
2,Unamb,294.6912173311307,nps
3,Amb,324.5527102304104,nps
3,Unamb,295.386572490116,nps
4,Amb,349.48275009190246,nps
4,Unamb,324.0486120111332,nps
5,Amb,306.2804781060365,nps
5,Unamb,300.9516960317904,nps
1,Amb,325.6185814957693,nps
1,Unamb,295.9400055069569,nps
2,Amb,347.96501288169384,nps
2,Unamb,266.5015145844762,nps
3,Amb,326.8451737139381,nps
3,Unamb,316.34341946962047,nps
4,Amb,327.89648110448974,nps
4,Unamb,301.85352212222034,nps
5,Amb,304.37671852426456,nps
5,Unamb,303.8493841974485,nps
1,Amb,313.9961231493949,nps
1,Unamb,286.93919112143703,nps
2,Amb,298.8653467150544,nps
2,Unamb,297.35863577625224,nps
3,Amb,336.14683391118297,nps
3,Unamb,303.23221108134254,nps
4,Amb,346.435378083378,nps
4,Unamb,338.00018389325606,nps
5,Amb,350.142817514824,nps
5,Unamb,309.33794736076806,nps
1,Amb,356.25421254359844,nps
1,Unamb,293.08116174173813,nps
2,Amb,374.91490763940965,nps
2,Unamb,314.8078448991944,nps
3,Amb,350.2050276636477,nps
3,Unamb,276.01704825711033,nps
4,Amb,286.71688961170526,nps
4,Unamb,314.3741958523669,nps
5,Amb,325.12034905051667,nps
5,Unamb,283.4731422156081,nps
1,Amb,336.4837503058538,nps
1,Unamb,300.1024309610924,nps
2,Amb,341.94638467985504,nps
2,Unamb,307.49980624349763,nps
3,Amb,328.90076616195716,nps
3,Unamb,265.14554914230155,nps
4,Amb,299.37712315022486,nps
4,Unamb,331.9570993761872,nps
5,Amb,312.4522187028868,nps
5,Unamb,315.2344997895209,nps
