sentence.ID,status,reading.time,type
1,Amb,564.7528946684239,npz
1,Unamb,417.7989943240308,npz
2,Amb,564.616699290162,npz
2,Unamb,454.4446202984683,npz
3,Amb,561.2258949633123,npz
3,Unamb,449.94157911042845,npz
4,Amb,588.5557831504003,npz
4,Unamb,412.7594762313364,npz
5,Amb,617.4692217655679,npz
5,Unamb,434.02528672853873,npz
1,Amb,631.8062573614751,npz
1,Unamb,439.4212278185676,npz
2,Amb,573.4508492883723,npz
2,Unamb,462.6843440113373,npz
3,Amb,615.8877798240558,npz
3,Unamb,489.9592228172279,npz
4,Amb,553.8986068568082,npz
4,Unamb,430.12455537401536,npz
5,Amb,589.6081736178584,npz
5,Unamb,489.5254645348175,npz
1,Amb,565.6445276777788,npz
1,Unamb,445.2526638026095,npz
2,Amb,583.8346803329994,npz
2,Unamb,457.17891144061076,npz
3,Amb,584.7680902871392,npz
3,Unamb,460.4373870649224,npz
4,Amb,588.3203448983636,npz
4,Unamb,423.03995369485034,npz
5,Amb,586.9152049463995,npz
5,Unamb,406.6291272307678,npz
1,Amb,538.5639859565633,npz
1,Unamb,462.95887509646377,npz
2,Amb,603.728302925338,npz
2,Unamb,469.8293067007529,npz
3,Amb,569.3622977337902,npz
3,Unamb,428.6524970828591,npz
4,Amb,543.3910605625956,npz
4,Unamb,430.02488968122776,npz
5,Amb,569.0676584903906,npz
5,Unamb,472.0873576629937,npz
1,Amb,579.1825333043729,npz
1,Unamb,426.96465160513833,npz
2,Amb,583.5080580234675,npz
2,Unamb,453.9098090278605,npz
3,Amb,554.4015368668275,npz
3,Unamb,431.6660906625639,npz
4,Amb,601.5010352954065,npz
4,Unamb,453.8887396525425,npz
5,Amb,572.8046040307429,npz
5,Unamb,417.2599823243403,npz
1,Amb,584.9178591925331,npz
1,Unamb,476.63981365352856,npz
2,Amb,578.3294844002205,npz
2,Unamb,439.27642869189145,npz
3,Amb,604.7609277696189,npz
3,Unamb,458.4331709513885,npz
4,Amb,585.7622704963715,npz
4,Unamb,428.76418012690397,npz
5,Amb,543.1556490288064,npz
5,Unamb,461.5869805020164,npz
1,Amb,582.4795211797855,npz
1,Unamb,444.24935802614135,npz
2,Amb,603.9057698119474,npz
2,Unamb,483.1923914455846,npz
3,Amb,562.1724997127161,npz
3,Unamb,417.01646958065606,npz
4,Amb,557.5499615298689,npz
4,Unamb,470.0231053302422,npz
5,Amb,561.169753535966,npz
5,Unamb,458.60955268709125,npz
1,Amb,574.0129770128601,npz
1,Unamb,457.8056760652187,npz
2,Amb,576.2240247862499,npz
2,Unamb,457.2288507857371,npz
3,Amb,637.3671950412012,npz
3,Unamb,476.0194216917393,npz
4,Amb,568.125131069313,npz
4,Unamb,452.0866517356077,npz
5,Amb,568.4547715007784,npz
5,Unamb,460.6315616854662,npz
1,Amb,566.7574063985012,npz
1,Unamb,464.9787516663707,npz
2,Amb,556.2762665850603,npz
2,Unamb,405.38124656498553,npz
3,Amb,597.866792514154,npz
3,Unamb,468.1744801053748,npz
4,Amb,586.7786870381664,npz
4,Unamb,429.03979911990825,npz
5,Amb,592.7238609295058,npz
5,Unamb,464.36498899065333,npz
1,Amb,593.2342816398736,npz
1,Unamb,413.1889271773541,npz
2,Amb,568.1560725045827,npz
2,Unamb,450.8530139827372,npz
3,Amb,596.1282166396908,npz
3,Unamb,454.4166516039147,npz
4,Amb,538.5948771967759,npz
4,Unamb,450.3038354669633,npz
5,Amb,565.9800495048007,npz
5,Unamb,449.3744198660039,npz
1,Amb,555.0625324664051,npz
1,Unamb,433.73731921750203,npz
2,Amb,555.9848057519157,npz
2,Unamb,432.0990637467423,npz
3,Amb,607.1100520950673,npz
3,Unamb,434.24720803956484,npz
4,Amb,590.3519657176521,npz
4,Unamb,484.9478028183271,npz
5,Amb,596.3842768588672,npz
5,Unamb,464.8431287675488,npz
1,Amb,596.8683880969021,npz
1,Unamb,456.84974776446467,npz
2,Amb,572.5654106582592,npz
2,Unamb,442.5283400745169,npz
3,Amb,598.054399030475,npz
3,Unamb,433.5607888548179,npz
4,Amb,600.527702499073,npz
4,Unamb,437.25859319658446,npz
5,Amb,592.2696723572252,npz
5,Unamb,477.6871522126336,npz
