sentence.ID,status,reading.time,type
1,Amb,568.4307230849466,npz
1,Unamb,458.6463037501929,npz
2,Amb,578.6147595356405,npz
2,Unamb,413.2776073357298,npz
3,Amb,607.7004145236466,npz
3,Unamb,413.57145285484324,npz
4,Amb,595.1914471683466,npz
4,Unamb,472.1298350357007,npz
5,Amb,579.7339381850763,npz
5,Unamb,434.77564879855066,npz
1,Amb,582.3952050493076,npz
1,Unamb,468.23274561028484,npz
2,Amb,616.1453643999088,npz
2,Unamb,431.98110268546515,npz
3,Amb,543.2636446858436,npz
3,Unamb,448.5017589744636,npz
4,Amb,566.8177021784447,npz
4,Unamb,394.6980187643898,npz
5,Amb,590.036003042992,npz
5,Unamb,416.01725549580607,npz
1,Amb,587.4079560714157,npz
1,Unamb,433.0058211585964,npz
2,Amb,568.0856048292974,npz
2,Unamb,432.3477066524028,npz
3,Amb,568.060988620606,npz
3,Unamb,436.4058847696515,npz
4,Amb,603.1320719370532,npz
4,Unamb,427.1210171690465,npz
5,Amb,586.201985866346,npz
5,Unamb,474.47872412490364,npz
1,Amb,568.2596086251457,npz
1,Unamb,456.11342323109614,npz
2,Amb,603.1473140660627,npz
2,Unamb,461.67224512878875,npz
3,Amb,547.1420640214625,npz
3,Unamb,438.6491487416875,npz
4,Amb,576.9678525101915,npz
4,Unamb,428.57077556851317,npz
5,Amb,603.1354727924324,npz
5,Unamb,446.0509621856874,npz
1,Amb,587.8906692072663,npz
1,Unamb,438.20144781798797,npz
2,Amb,596.628687047536,npz
2,Unamb,453.2576701376704,npz
3,Amb,592.0256320252128,npz
3,Unamb,456.5109994812077,npz
4,Amb,573.0728306104581,npz
4,Unamb,427.4799134456298,npz
5,Amb,609.8375037469013,npz
5,Unamb,471.99733521676353,npz
1,Amb,589.6150641938782,npz
1,Unamb,469.76898057259007,npz
2,Amb,562.6476226068846,npz
2,Unamb,434.71072940932555,npz
3,Amb,578.3533892928167,npz
3,Unamb,448.6501694196932,npz
4,Amb,561.3468684862771,npz
4,Unamb,459.25798852298414,npz
5,Amb,560.4844059644707,npz
5,Unamb,437.94728448235105,npz
1,Amb,566.6786527329749,npz
1,Unamb,465.7697552686349,npz
2,Amb,559.0324833148549,npz
2,Unamb,468.6003738442654,npz
3,Amb,551.0171790282907,npz
3,Unamb,438.78464965461234,npz
4,Amb,587.7278570814797,npz
4,Unamb,459.9092879442654,npz
5,Amb,591.4361388043246,npz
5,Unamb,475.8949988868901,npz
1,Amb,601.1711775546781,npz
1,Unamb,456.688757072828,npz
2,Amb,584.8066548458744,npz
2,Unamb,459.48028636542927,npz
3,Amb,590.2279562040836,npz
3,Unamb,453.0186778722103,npz
4,Amb,573.184705211839,npz
4,Unamb,465.55853529046175,npz
5,Amb,593.0323546903667,npz
5,Unamb,458.56282284174154,npz
1,Amb,585.9387427329494,npz
1,Unamb,446.5083002811361,npz
2,Amb,590.5655244985755,npz
2,Unamb,450.87269387592954,npz
3,Amb,594.9981503938196,npz
3,Unamb,440.9177014678457,npz
4,Amb,573.9361918870804,npz
4,Unamb,428.1171584173266,npz
5,Amb,624.865271780151,npz
5,Unamb,443.31010502454524,npz
1,Amb,576.5919402062785,npz
1,Unamb,442.21503202277245,npz
2,Amb,584.916312211967,npz
2,Unamb,433.2323396642171,npz
3,Amb,578.1907166667838,npz
3,Unamb,494.22539234241697,npz
4,Amb,573.2568223294635,npz
4,Unamb,463.3486781688774,npz
5,Amb,572.0487568910055,npz
5,Unamb,451.6896473341403,npz
1,Amb,608.9122751151668,npz
1,Unamb,443.2978395301423,npz
2,Amb,576.2530479838341,npz
2,Unamb,420.3439792113686,npz
3,Amb,610.0975137947019,npz
3,Unamb,453.7451746616844,npz
4,Amb,537.6368178740016,npz
4,Unamb,465.07880997943215,npz
5,Amb,562.2913635137476,npz
5,Unamb,448.1137781713137,npz
1,Amb,576.0838088056613,npz
1,Unamb,459.9881383054029,npz
2,Amb,601.6732581405703,npz
2,Unamb,443.7973398986713,npz
3,Amb,573.3527440997765,npz
3,Unamb,401.97779720150527,npz
4,Amb,560.0197490917639,npz
4,Unamb,461.8780113076105,npz
5,Amb,591.714416551755,npz
5,Unamb,442.70778555346595,npz
1,Amb,356.16061476542984,nps
1,Unamb,270.4875086673942,nps
2,Amb,324.821101412379,nps
2,Unamb,274.5603070963033,nps
3,Amb,308.6911517459409,nps
3,Unamb,301.6553718757458,nps
4,Amb,316.6817975534396,nps
4,Unamb,300.96108008669216,nps
5,Amb,350.9735788424684,nps
5,Unamb,305.2150672384532,nps
1,Amb,344.43557640360837,nps
1,Unamb,300.0845973257122,nps
2,Amb,353.4241072439367,nps
2,Unamb,281.7416984977463,nps
3,Amb,327.95659220242425,nps
3,Unamb,329.4573115050105,nps
4,Amb,347.6883753466026,nps
4,Unamb,323.0815415321162,nps
5,Amb,314.4488007792377,nps
5,Unamb,288.59217877407235,nps
1,Amb,305.73609362865847,nps
1,Unamb,302.63184140132523,nps
2,Amb,330.37132161949654,nps
2,Unamb,300.486971908793,nps
3,Amb,343.4338514196025,nps
3,Unamb,297.41568405378825,nps
4,Amb,347.4005761494631,nps
4,Unamb,295.13678223521333,nps
5,Amb,341.10969265082116,nps
5,Unamb,294.21822492230274,nps
1,Amb,325.46709941009107,nps
1,Unamb,303.3698045351052,nps
2,Amb,326.03094354299606,nps
2,Unamb,315.5166503429984,nps
3,Amb,333.19117250461386,nps
3,Unamb,283.48358923578155,nps
4,Amb,328.3324345097895,nps
4,Unamb,355.3237520780678,nps
5,Amb,332.4695934925112,nps
5,Unamb,293.7065593974557,nps
1,Amb,332.58328965357487,nps
1,Unamb,267.6524290940405,nps
2,Amb,352.76972947212386,nps
2,Unamb,276.80546070120295,nps
3,Amb,334.7801884211005,nps
3,Unamb,296.9774131948441,nps
4,Amb,357.47247147664183,nps
4,Unamb,277.02022581617365,nps
5,Amb,371.43465279895224,nps
5,Unamb,273.0519832706074,nps
1,Amb,293.3283927794398,nps
1,Unamb,287.70781970488537,nps
2,Amb,339.0987490253619,nps
2,Unamb,306.13706202717003,nps
3,Amb,336.15253527659416,nps
3,Unamb,313.94191996454805,nps
4,Amb,326.9287443730394,nps
4,Unamb,279.8260782026662,nps
5,Amb,322.4439668782875,nps
5,Unamb,342.5475354867811,nps
1,Amb,333.04160733336704,nps
1,Unamb,282.68252675573507,nps
2,Amb,338.90523657585703,nps
2,Unamb,277.3514025398838,nps
3,Amb,330.9742840258965,nps
3,Unamb,314.9272590488487,nps
4,Amb,337.4242506011902,nps
4,Unamb,330.2021103444031,nps
5,Amb,333.6733997839266,nps
5,Unamb,297.0542280179175,nps
1,Amb,361.90676395892376,nps
1,Unamb,307.2817488252671,nps
2,Amb,326.42938977335785,nps
2,Unamb,274.0121916966018,nps
3,Amb,356.760202691682,nps
3,Unamb,307.5690945236308,nps
4,Amb,340.31726904318106,nps
4,Unamb,277.51053012920323,nps
5,Amb,293.67347770767395,nps
5,Unamb,274.78043970964427,nps
1,Amb,310.01189057803884,nps
1,Unamb,333.9925967370873,nps
2,Amb,347.8955961718672,nps
2,Unamb,320.16660915915077,nps
3,Amb,328.13428980330127,nps
3,Unamb,334.6972661326193,nps
4,Amb,347.27919186350806,nps
4,Unamb,308.6878744367135,nps
5,Amb,335.87000224248766,nps
5,Unamb,299.40988376669566,nps
1,Amb,388.71054044122445,nps
1,Unamb,282.83625639872827,nps
2,Amb,320.7974718536334,nps
2,Unamb,282.8598723968424,nps
3,Amb,344.9326836785644,nps
3,Unamb,314.87944262922207,nps
4,Amb,341.33482805726777,nps
4,Unamb,308.2679231640594,nps
5,Amb,307.57493773550976,nps
5,Unamb,284.5599907428788,nps
1,Amb,323.6888067150126,nps
1,Unamb,300.8926767217703,nps
2,Amb,325.4880437988434,nps
2,Unamb,310.8664447217465,nps
3,Amb,344.60342685769353,nps
3,Unamb,278.49170640515536,nps
4,Amb,309.4293956310493,nps
4,Unamb,287.0254939161966,nps
5,Amb,325.5220213730682,nps
5,Unamb,298.37356863479863,nps
1,Amb,343.6938275226359,nps
1,Unamb,291.16489064405397,nps
2,Amb,363.1362960665981,nps
2,Unamb,310.260864729067,nps
3,Amb,323.20629068190686,nps
3,Unamb,309.3425822284812,nps
4,Amb,341.9082985623666,nps
4,Unamb,306.77782796474065,nps
5,Amb,335.39219319406624,nps
5,Unamb,293.7513963314803,nps
