sentence.ID,status,reading.time,type
1,Amb,567.8213464605984,npz
1,Unamb,474.95617892903374,npz
2,Amb,577.1225108581915,npz
2,Unamb,446.2246435400872,npz
3,Amb,593.7080236067166,npz
3,Unamb,466.8409685505382,npz
4,Amb,572.0357493160848,npz
4,Unamb,480.2533613627164,npz
5,Amb,589.9305009627636,npz
5,Unamb,439.8637670553305,npz
1,Amb,572.8963925626257,npz
1,Unamb,470.2721148940724,npz
2,Amb,566.5441611921256,npz
2,Unamb,490.26660348703797,npz
3,Amb,588.9089471427459,npz
3,Unamb,447.76681631644885,npz
4,Amb,600.082296198035,npz
4,Unamb,423.8272141444737,npz
5,Amb,593.7294757609427,npz
5,Unamb,460.04511200360685,npz
1,Amb,591.5490557347782,npz
1,Unamb,450.4102075891234,npz
2,Amb,628.1172212441866,npz
2,Unamb,461.3595928444143,npz
3,Amb,593.1300341665451,npz
3,Unamb,435.1989725827272,npz
4,Amb,575.7403889723662,npz
4,Unamb,430.88408576100016,npz
5,Amb,559.4114154773764,npz
5,Unamb,458.865155299404,npz
1,Amb,616.726761957545,npz
1,Unamb,475.10127582165626,npz
2,Amb,579.2584638132025,npz
2,Unamb,490.22580989368197,npz
3,Amb,553.3848760068655,npz
3,Unamb,419.4834946259943,npz
4,Amb,583.2273487814806,npz
4,Unamb,468.099772313676,npz
5,Amb,568.3795034421266,npz
5,Unamb,494.65322792743154,npz
1,Amb,548.551731702369,npz
1,Unamb,448.7038025877938,npz
2,Amb,579.287214203043,npz
2,Unamb,446.39087078974893,npz
3,Amb,579.3240042260962,npz
3,Unamb,438.1855850873483,npz
4,Amb,591.775125139248,npz
4,Unamb,448.27346757522184,npz
5,Amb,521.6990611641111,npz
5,Unamb,461.19937346695417,npz
1,Amb,579.6667374510915,npz
1,Unamb,458.53436399773386,npz
2,Amb,597.1674641122008,npz
2,Unamb,453.3498679214386,npz
3,Amb,572.6191208488059,npz
3,Unamb,441.68822195479373,npz
4,Amb,609.0061159406035,npz
4,Unamb,449.9957348587063,npz
5,Amb,577.5987146465307,npz
5,Unamb,470.53920292161473,npz
1,Amb,616.1831903728032,npz
1,Unamb,446.81302731620593,npz
2,Amb,587.3254585421693,npz
2,Unamb,429.4556604428772,npz
3,Amb,567.5419950730757,npz
3,Unamb,448.45060474542055,npz
4,Amb,597.6306882921529,npz
4,Unamb,420.8131453965224,npz
5,Amb,592.9059212928466,npz
5,Unamb,443.66882488797654,npz
1,Amb,578.1724771715977,npz
1,Unamb,465.71921522883974,npz
2,Amb,584.8711385007101,npz
2,Unamb,437.1744703900764,npz
3,Amb,592.0865590843578,npz
3,Unamb,456.9875961996966,npz
4,Amb,579.0704555575483,npz
4,Unamb,464.6073229816836,npz
5,Amb,566.9639418457757,npz
5,Unamb,454.07561866240076,npz
1,Amb,587.6186385079473,npz
1,Unamb,459.95898506840535,npz
2,Amb,577.7699591399322,npz
2,Unamb,475.6750247252394,npz
3,Amb,591.4424542640044,npz
3,Unamb,442.3493258694771,npz
4,Amb,549.9640542065878,npz
4,Unamb,452.16885758858365,npz
5,Amb,565.0021397732662,npz
5,Unamb,456.4511511452793,npz
1,Amb,539.562040374349,npz
1,Unamb,438.4072985328196,npz
2,Amb,553.5570416949151,npz
2,Unamb,400.5290140042564,npz
3,Amb,571.557226574167,npz
3,Unamb,461.40259460854895,npz
4,Amb,564.9643675362685,npz
4,Unamb,456.9622675694757,npz
5,Amb,584.4790095580929,npz
5,Unamb,482.9139009549128,npz
1,Amb,586.5290279775,npz
1,Unamb,449.1272280837818,npz
2,Amb,597.927208235444,npz
2,Unamb,469.51362839108117,npz
3,Amb,582.0923278894878,npz
3,Unamb,432.44741904024534,npz
4,Amb,582.2903872198543,npz
4,Unamb,467.2477224569986,npz
5,Amb,579.3825659268217,npz
5,Unamb,443.4230584164944,npz
1,Amb,612.8232802860706,npz
1,Unamb,440.0339599363176,npz
2,Amb,585.7014456982571,npz
2,Unamb,475.85174109134846,npz
3,Amb,600.2026769559471,npz
3,Unamb,434.6369702157609,npz
4,Amb,569.2053412698975,npz
4,Unamb,484.67279435229875,npz
5,Amb,582.1213384900193,npz
5,Unamb,501.35081254809234,npz
1,Amb,302.5423266231417,nps
1,Unamb,296.8425183171497,nps
2,Amb,333.74265142516316,nps
2,Unamb,302.3259833807766,nps
3,Amb,302.4393036278726,nps
3,Unamb,266.96174299908637,nps
4,Amb,310.5007856162337,nps
4,Unamb,311.1331924749869,nps
5,Amb,326.2865285721702,nps
5,Unamb,322.0372317138021,nps
1,Amb,305.37165211502736,nps
1,Unamb,271.3515631190364,nps
2,Amb,295.30286464834694,nps
2,Unamb,303.26999348810574,nps
3,Amb,339.71491844719117,nps
3,Unamb,303.7831911840288,nps
4,Amb,346.153976011666,nps
4,Unamb,315.12011446342603,nps
5,Amb,343.58432588050175,nps
5,Unamb,259.29002378022346,nps
1,Amb,308.19443321752453,nps
1,Unamb,298.4682510319378,nps
2,Amb,323.6850951996446,nps
2,Unamb,307.2651001947528,nps
3,Amb,326.19405017239245,nps
3,Unamb,309.6983843149185,nps
4,Amb,333.15200984392317,nps
4,Unamb,275.0668677932214,nps
5,Amb,348.325270901077,nps
5,Unamb,301.7486007845606,nps
1,Amb,326.0298282661541,nps
1,Unamb,339.56807347505645,nps
2,Amb,309.66397215030463,nps
2,Unamb,289.6551859952897,nps
3,Amb,336.0939242900824,nps
3,Unamb,277.7952008274929,nps
4,Amb,338.021426962669,nps
4,Unamb,291.5283432447717,nps
5,Amb,347.14525666047064,nps
5,Unamb,282.8494112878513,nps
1,Amb,324.5094860316604,nps
1,Unamb,275.55639056975963,nps
2,Amb,300.02648710432004,nps
2,Unamb,284.6641200245717,nps
3,Amb,346.37960660983856,nps
3,Unamb,265.5045510162613,nps
4,Amb,329.8367393939683,nps
4,Unamb,308.9170965023096,nps
5,Amb,340.6787533066295,nps
5,Unamb,321.21165089988807,nps
1,Amb,345.7300566271194,nps
1,Unamb,338.9860865058594,nps
2,Amb,317.56031769295146,nps
2,Unamb,309.9251904140938,nps
3,Amb,354.0313317877084,nps
3,Unamb,293.07340096438145,nps
4,Amb,352.7889214222428,nps
4,Unamb,349.5829656219583,nps
5,Amb,349.08444928319165,nps
5,Unamb,294.8976184555134,nps
1,Amb,314.9541094869278,nps
1,Unamb,311.89590170786056,nps
2,Amb,348.6101701554177,nps
2,Unamb,291.32415074757347,nps
3,Amb,322.99492278457933,nps
3,Unamb,298.8242439072891,nps
4,Amb,302.464826661139,nps
4,Unamb,281.348794972042,nps
5,Amb,324.4909862950632,nps
5,Unamb,309.36593613958024,nps
1,Amb,388.75766331859944,nps
1,Unamb,285.4283061677733,nps
2,Amb,343.64180616455695,nps
2,Unamb,317.68714344644064,nps
3,Amb,334.198791837694,nps
3,Unamb,270.3155505540901,nps
4,Amb,337.2322447900205,nps
4,Unamb,330.6103695380073,nps
5,Amb,319.4050588553529,nps
5,Unamb,279.974750824572,nps
1,Amb,294.7694144248527,nps
1,Unamb,295.42651230803637,nps
2,Amb,326.50116839556716,nps
2,Unamb,255.48962995433993,nps
3,Amb,318.614025894511,nps
3,Unamb,282.3225207611322,nps
4,Amb,353.0013205947893,nps
4,Unamb,298.51573344483415,nps
5,Amb,333.0949704226471,nps
5,Unamb,293.31962891364384,nps
1,Amb,308.76174856481686,nps
1,Unamb,315.989543402257,nps
2,Amb,320.37212604433927,nps
2,Unamb,270.247253530447,nps
3,Amb,302.01806787906594,nps
3,Unamb,289.7006154552763,nps
4,Amb,337.08569313805106,nps
4,Unamb,301.2139896438245,nps
5,Amb,355.65545163118577,nps
5,Unamb,291.810534333601,nps
1,Amb,371.7756763495463,nps
1,Unamb,298.72866048757385,nps
2,Amb,307.2519162153936,nps
2,Unamb,295.68417243993605,nps
3,Amb,344.25099903436086,nps
3,Unamb,303.39462746169846,nps
4,Amb,342.79201596940027,nps
4,Unamb,282.6344268921263,nps
5,Amb,320.8455382815718,nps
5,Unamb,293.02977123650874,nps
1,Amb,343.8571859778918,nps
1,Unamb,285.2383202544282,nps
2,Amb,328.53989190941803,nps
2,Unamb,322.20756001572516,nps
3,Amb,329.1780532610616,nps
3,Unamb,285.8642852815283,nps
4,Amb,343.4345189136765,nps
4,Unamb,305.5560169081713,nps
5,Amb,347.4764874006798,nps
5,Unamb,309.3781303116855,nps
