sentence.ID,status,reading.time,type
1,Amb,548.593882690641,npz
1,Unamb,460.7301827902245,npz
2,Amb,592.392141972534,npz
2,Unamb,470.18599576521177,npz
3,Amb,572.0149906715441,npz
3,Unamb,462.65794944141766,npz
4,Amb,572.5158524505619,npz
4,Unamb,464.109107861691,npz
5,Amb,570.6147009670649,npz
5,Unamb,431.69045444575147,npz
1,Amb,605.4342294258171,npz
1,Unamb,461.1468404734377,npz
2,Amb,574.836755722565,npz
2,Unamb,444.0161886376367,npz
3,Amb,594.2812484265014,npz
3,Unamb,442.25348964381357,npz
4,Amb,615.6080399455415,npz
4,Unamb,407.29191111973466,npz
5,Amb,585.7927222038976,npz
5,Unamb,445.98440038385644,npz
1,Amb,553.522324689354,npz
1,Unamb,440.3057116998918,npz
2,Amb,588.3781441471083,npz
2,Unamb,405.6384528483254,npz
3,Amb,578.87311430131,npz
3,Unamb,437.83141318880155,npz
4,Amb,595.8066726731456,npz
4,Unamb,471.1959023662675,npz
5,Amb,555.8158378109383,npz
5,Unamb,422.94045480900496,npz
1,Amb,583.4436547915228,npz
1,Unamb,492.102383391665,npz
2,Amb,553.6297483108574,npz
2,Unamb,446.97788866741325,npz
3,Amb,569.1830692272201,npz
3,Unamb,463.915738208903,npz
4,Amb,573.3491350353564,npz
4,Unamb,466.0145547609778,npz
5,Amb,598.3310456950616,npz
5,Unamb,440.5148287933011,npz
1,Amb,612.7897342824946,npz
1,Unamb,437.40747690353703,npz
2,Amb,552.8657355745383,npz
2,Unamb,468.5868105305733,npz
3,Amb,579.9079033397944,npz
3,Unamb,443.5734399099737,npz
4,Amb,571.6938114230667,npz
4,Unamb,460.92337895521325,npz
5,Amb,568.3540237187457,npz
5,Unamb,449.6577325214316,npz
1,Amb,575.2754535885903,npz
1,Unamb,479.2536265457593,npz
2,Amb,583.350858616137,npz
2,Unamb,448.1603191763398,npz
3,Amb,575.5568542508031,npz
3,Unamb,464.87181892502184,npz
4,Amb,552.5717528221388,npz
4,Unamb,439.39442803687695,npz
5,Amb,579.0268202637749,npz
5,Unamb,447.5339914752353,npz
1,Amb,571.5619691582654,npz
1,Unamb,456.0364789949637,npz
2,Amb,543.4961435886503,npz
2,Unamb,462.00254031428364,npz
3,Amb,564.1601988123126,npz
3,Unamb,504.9420153423808,npz
4,Amb,574.5286433248782,npz
4,Unamb,445.9156212316657,npz
5,Amb,557.869696190804,npz
5,Unamb,447.1844900126385,npz
1,Amb,594.7564327581949,npz
1,Unamb,461.27462790871306,npz
2,Amb,598.1530034343648,npz
2,Unamb,463.83701020119054,npz
3,Amb,589.2055693849398,npz
3,Unamb,463.85283347432323,npz
4,Amb,570.9058178253066,npz
4,Unamb,475.8794573977398,npz
5,Amb,584.1251564909518,npz
5,Unamb,450.35526660888763,npz
1,Amb,563.8632312609719,npz
1,Unamb,455.7443791429046,npz
2,Amb,593.6018665342926,npz
2,Unamb,432.0869961092492,npz
3,Amb,598.9022439825679,npz
3,Unamb,445.8770230640275,npz
4,Amb,569.7571103879602,npz
4,Unamb,422.8340795779965,npz
5,Amb,576.3018475206773,npz
5,Unamb,441.87098774356616,npz
1,Amb,577.102752565886,npz
1,Unamb,468.76476437117304,npz
2,Amb,571.014126822622,npz
2,Unamb,459.55541584802694,npz
3,Amb,584.6639438648325,npz
3,Unamb,445.6934091413319,npz
4,Amb,584.3642760010931,npz
4,Unamb,449.4099416049606,npz
5,Amb,536.0339705687747,npz
5,Unamb,461.3123221932934,npz
1,Amb,575.6117619802217,npz
1,Unamb,471.48740449152183,npz
2,Amb,560.6745758796839,npz
2,Unamb,443.2446507230736,npz
3,Amb,608.6746430965136,npz
3,Unamb,498.8610152368571,npz
4,Amb,583.108443227683,npz
4,Unamb,451.308792828959,npz
5,Amb,553.3152745277819,npz
5,Unamb,484.977552942988,npz
1,Amb,577.200402442704,npz
1,Unamb,452.1546534414937,npz
2,Amb,578.4076026561905,npz
2,Unamb,462.64655611405203,npz
3,Amb,606.2859491112027,npz
3,Unamb,460.6794971634299,npz
4,Amb,616.8947196725969,npz
4,Unamb,441.6317110696351,npz
5,Amb,573.8996872943263,npz
5,Unamb,407.96755710688967,npz
1,Amb,361.97781198368824,nps
1,Unamb,321.1926418261165,nps
2,Amb,313.20257128626184,nps
2,Unamb,331.05469223298263,nps
3,Amb,336.8401433929191,nps
3,Unamb,307.32473833171235,nps
4,Amb,307.668665065993,nps
4,Unamb,304.62674183517197,nps
5,Amb,295.2680309689457,nps
5,Unamb,308.8679599579811,nps
1,Amb,330.01231156112607,nps
1,Unamb,305.76405519964567,nps
2,Amb,297.53235569192657,nps
2,Unamb,263.24740100782213,nps
3,Amb,325.36039778643175,nps
3,Unamb,296.8392414018274,nps
4,Amb,367.812356870117,nps
4,Unamb,298.6170162038735,nps
5,Amb,273.83264401463265,nps
5,Unamb,303.24087158207584,nps
1,Amb,323.7271255105039,nps
1,Unamb,290.4076985477601,nps
2,Amb,331.06181164729327,nps
2,Unamb,300.93873429017793,nps
3,Amb,331.7104093581599,nps
3,Unamb,298.34330714563,nps
4,Amb,337.60115346630346,nps
4,Unamb,307.7255639354634,nps
5,Amb,335.2786828124867,nps
5,Unamb,305.2825253721521,nps
1,Amb,348.4841976554907,nps
1,Unamb,275.2274424607917,nps
2,Amb,331.2658716082155,nps
2,Unamb,305.354901092236,nps
3,Amb,315.73882202914234,nps
3,Unamb,307.9141371442317,nps
4,Amb,332.785904396352,nps
4,Unamb,312.45493306792514,nps
5,Amb,337.14366032942513,nps
5,Unamb,275.11562486346395,nps
1,Amb,306.25522417961434,nps
1,Unamb,295.78990346633435,nps
2,Amb,342.2848541761083,nps
2,Unamb,304.1080656460288,nps
3,Amb,340.65067143441513,nps
3,Unamb,302.6512505188435,nps
